reviews,stars,date,country,status,corpus
MAN-SYD and return. Couple of slight delays on take up but the airline made up the time and managed to land close enough to schedule. A380 all the way which is excellent because the business class cabin allows every seat to have direct aisle access so no stepping over your neighbour. Excellent storage and your own little mini bar in each seat. Bar at the back of the plane is great for taking a break on the 14 hour leg from Dubai to Sydney. Food good and IFE the best.,1,2015-03-17,United Kingdom,False,man syd return couple slight delay take airline made time managed land close enough schedule way excellent business class cabin allows every seat direct aisle access stepping neighbour excellent storage little mini bar seat bar back plane great taking break hour leg dubai sydney food good ife best
From DFW 12/26/2014. From MAA 1/19/2015. I have been flying out from Dallas/Houston to couple of cities in India. Over the years Emirates have squeezed economy (or cattle class) as much as possible. Sometimes the behavior of the crew is surprising. Food is good however the overall service is okay only. Given that Qatar and Etihad now flies out of Dallas I will avoid Emirates in future.,5,2015-03-17,United States,False,dfw maa flying dallas houston couple city india year emirate squeezed economy cattle class much possible sometimes behavior crew surprising food good however overall service okay given qatar etihad fly dallas avoid emirate future
EK010 LGW-DXB was on an A380. The plane seemed very new with nice entertainment system and it was updated with the latest IFE system with a 10 inch HD screen. Seats were comfortable with lots of space to straighten your legs cabin crew were nice and friendly and food was delicious. The next flight from DXB-BOM was on an outdated B777-300 seats were quite old including the IFE system but the content was almost the same cabin crew were not friendly they seemed to be in rush all the time food was ok. On return my flight from BOM-DXB was on a B777-300ER and that was another plane with much more better seats and IFE system compared to the one I had from DXB-BOM although the service was nice and cabin crew were better with no rushing. On the A380 from DXB-LHR the plane was the same but the seats and screen of the IFE system were the same as the B777-3ER although the whole flight was nice was a bit disappointed with the system as the one I got from LGW-DXB was new. Will fly again with them.,9,2015-03-17,United Kingdom,False,ek lgw dxb plane seemed new nice entertainment system updated latest ife system inch hd screen seat comfortable lot space straighten leg cabin crew nice friendly food delicious next flight dxb bom outdated b seat quite old including ife system content almost cabin crew friendly seemed rush time food ok return flight bom dxb b er another plane much better seat ife system compared one dxb bom although service nice cabin crew better rushing dxb lhr plane seat screen ife system b er although whole flight nice bit disappointed system one got lgw dxb new fly
Boarded EK040 20/2/15. From Birmingham on time taxied to runway then had to return for an hour delay due to immigration once taken off cabin service was good the ICE entertainment system was not as good as it should be once nearing Dubai we were told we were in a holding pattern due to sand storm all connecting flights would be held once landed after an hour circling rapidly made our way to departure gate as notice boards stated final call. Got to the gate and plane had already gone. We made our way to transfer desk where nobody would offer an explanation as to why we couldn't land but connecting flight could take off we were given a new flight EK 372 a delay of 6 hours boarded on time but then told we couldn't take off due to sandstorm sat on plane for 3 hours before moving yet planes all around us were taking off finally landed in Bangkok 11 hours late the only thing that helped me from going mad were the excellent cabin staff. Must also make a mention of excellent Chauffeur service. Emirates wants to be worlds best airline not even best in Middle East. Will go back to Qatar for next flight.,5,2015-03-17,United Kingdom,False,boarded ek birmingham time taxied runway return hour delay due immigration taken cabin service good ice entertainment system good nearing dubai told holding pattern due sand storm connecting flight would held landed hour circling rapidly made way departure gate notice board stated final call got gate plane already gone made way transfer desk nobody would offer explanation land connecting flight could take given new flight ek delay hour boarded time told take due sandstorm sat plane hour moving yet plane around u taking finally landed bangkok hour late thing helped going mad excellent cabin staff must also make mention excellent chauffeur service emirate want world best airline even best middle east go back qatar next flight
Dubai to Sydney Economy Class. After reading other postings here for Emirates just had to add my comments. I have travelled Emirates for many years but I feel customer service from the crew is getting worse. Friendly FAs are rare these days. The others just do the minimum of what needs doing without a smile. Almost knock you over if you are in their way. A couple of people took our seats and wouldn't move but the FAs couldn't care less. The once fabulous selection on ICE is deteriorating too. Plenty to see but a poor selection in English unless you like violent movies. Whatever happened to the snack pack with a drink at the beginning of a flight? Not served on my flight. Some passengers rang for the FA but they didn't come. Yes some might ring for minor things but on the other hand it could be an emergency. Annoying things on a long 14 hour trip these small things make a difference to the passengers. Lift your game Emirates or more people will be looking elsewhere. I firmly believe any airline is only as good as its crew. I am due another flight next week to Europe. Hope this is a better experience.,6,2015-03-17,Australia,False,dubai sydney economy class reading posting emirate add comment travelled emirate many year feel customer service crew getting worse friendly fa rare day others minimum need without smile almost knock way couple people took seat move fa care le fabulous selection ice deteriorating plenty see poor selection english unless like violent movie whatever happened snack pack drink beginning flight served flight passenger rang fa come yes might ring minor thing hand could emergency annoying thing long hour trip small thing make difference passenger lift game emirate people looking elsewhere firmly believe airline good crew due another flight next week europe hope better experience
"EK 10 on Jan 4th onto EK 770. Noticed that 25% of passengers received a drink before take off. Crew too busy to serve all of us. No drink service for the 2hr 27min. Each request met with ""it will be along shortly"". I realize that is why so many regular business travelers dashed to the bar before the seat belt signs were switched off. The meal was still cold when I mentioned this I was told that ""it had been dealt with in accordance with instructions and we are very busy"". It is very obvious that Emirates do not carry enough crew on the A380 to serve everyone the same in the business section. Make sure that you are not at the back! The next leg of the journey on a smaller plane was far better. They just did not bring the luggage.",5,2015-03-09,United Kingdom,False,ek jan th onto ek noticed passenger received drink take crew busy serve u drink service hr min request met along shortly realize many regular business traveler dashed bar seat belt sign switched meal still cold mentioned told dealt accordance instruction busy obvious emirate carry enough crew serve everyone business section make sure back next leg journey smaller plane far better bring luggage
"EK 10 on Jan 4th onto EK 770. Noticed that 25% of passengers received a drink before take off. Crew too busy to serve all of us. No drink service for the 2hr 27min. Each request met with ""it will be along shortly"". I realize that is why so many regular business travelers dashed to the bar before the seat belt signs were switched off. The meal was still cold when I mentioned this I was told that ""it had been dealt with in accordance with instructions and we are very busy"". It is very obvious that Emirates do not carry enough crew on the A380 to serve everyone the same in the business section. Make sure that you are not at the back! The next leg of the journey on a smaller plane was far better. They just did not bring the luggage.",4,2015-03-09,United Kingdom,False,ek jan th onto ek noticed passenger received drink take crew busy serve u drink service hr min request met along shortly realize many regular business traveler dashed bar seat belt sign switched meal still cold mentioned told dealt accordance instruction busy obvious emirate carry enough crew serve everyone business section make sure back next leg journey smaller plane far better bring luggage
Flew from KUL-DXB-LHR and return. All flights were excellent. Flight was almost full on A380 to and from London but rather empty on A380 to KUL. Flights depart and arrive on time great IFE good food and attentive staff.,4,2015-03-09,Malaysia,False,flew kul dxb lhr return flight excellent flight almost full london rather empty kul flight depart arrive time great ife good food attentive staff
My advice would be to avoid Emirates until Dubai Airport improvements have finished: too many planes have to park out on the apron meaning 30 minutes extra until into the terminal delayed baggage and rushed connections. Customer Service standards also seem to be slipping. On arrival at the airport I was informed my flight was delayed 3 hours but wasn't told that an earlier flight was also delayed and I could have caught that one and still made an onward connection. The previous couple of flights also had delayed arrivals (up to 2 hours) and therefore incredibly rushed connections (with onward flight delayed to wait for connecting passengers). Hope they return to previous high standards soon.,9,2015-03-04,Malaysia,False,advice would avoid emirate dubai airport improvement finished many plane park apron meaning minute extra terminal delayed baggage rushed connection customer service standard also seem slipping arrival airport informed flight delayed hour told earlier flight also delayed could caught one still made onward connection previous couple flight also delayed arrival hour therefore incredibly rushed connection onward flight delayed wait connecting passenger hope return previous high standard soon
EK 385 I have flown BKK to Jeddah twice in the last month and on both occasions misted my connection in Dubai. There should be a 2 hour connection time plenty of time for the connection. On both occasions the Captain said that due to a heavy load of aircraft at this time in the morning we would have to hold. Will give Qatar a go next month as Emirates can not get their act together.,6,2015-03-04,Thailand,False,ek flown bkk jeddah twice last month occasion misted connection dubai hour connection time plenty time connection occasion captain said due heavy load aircraft time morning would hold give qatar go next month emirate get act together
Flew as a package Heathrow to Dubai Dubai to Colombo Colombo to Male Male to Dubai Dubai to Heathrow. On all of our paperwork we had numbered seats together. We actually sat in these seats on the first flight and never sat together again. After 3 days in Dubai we arrived at the airport after midnight to find that there were no seats on the plane so ours had been sold to someone else. We waited to see if there would be seats as we had a connection waiting for us in Colombo. Desk was hopelessly undermanned and after a long wait no seats available anywhere on the plane. After 20 minutes or so it was clear there wasn't a hotel to go to either so spent an uncomfortable night in a cold Dubai airport with a voucher for probably the cheapest meal in the cafe. Got on the next plane in the morning which was delayed by an hour. We did get a voucher to travel from Dubai to Colombo! How this airline has built a reputation for being one of top carriers is beyond us. The only thing that was better than the cheapest airlines was the entertainment system but no way can this make up for the rest of our experience. We did write to express how we thought that our experience should be giving real cause for concern to customer relations. Never got a reply.,9,2015-03-04,United Kingdom,False,flew package heathrow dubai dubai colombo colombo male male dubai dubai heathrow paperwork numbered seat together actually sat seat first flight never sat together day dubai arrived airport midnight find seat plane sold someone else waited see would seat connection waiting u colombo desk hopelessly undermanned long wait seat available anywhere plane minute clear hotel go either spent uncomfortable night cold dubai airport voucher probably cheapest meal cafe got next plane morning delayed hour get voucher travel dubai colombo airline built reputation one top carrier beyond u thing better cheapest airline entertainment system way make rest experience write express thought experience giving real cause concern customer relation never got reply
Flew SIN-BNE in J class on the 77W. This is my second and last flight with EK in business class and I had hoping for a better experience with them the second time around. This did not happen. The crew looked bored and as though they did not want to be there. They missed our welcome drink and I had to ask for ours as they collected everyone else's empty glasses. Then during the service the crew kept forgetting which rows they had served. A drink and nuts after take off were offered and then it was almost two hours before we were offered our first course. The fun started trying to get a glass of wine. They do not serve wine automatically with the meal like other airlines and instead walk around with a type of wine rack with a few glasses on it. Good luck getting their attention to get a glass. They walked past us three times while we sat looking at them expecting a glass of wine with our entree. I was served red but my partner was ignored. I rang my call bell and they arrived to see what could be wrong with me. A few minutes later the same FA walked past offering bread and no wine. At this point I lost my temper and could not believe what was happening. My partner had finished the entree and not had a drink for over two hours ago by now. Eventually the white wine came and the rest of the service was ordinary. They had no idea which wines they were serving or where they came from. It was just red or white and you pointed at which one you wanted. The food was very average quite boring. To me this airline just lacks soul. The IFE was good and the ground staff at SIN airport and the lounge were delightful. Just such a disappointing onboard experience.,3,2015-02-24,Australia,False,flew sin bne j class w second last flight ek business class hoping better experience second time around happen crew looked bored though want missed welcome drink ask collected everyone else empty glass service crew kept forgetting row served drink nut take offered almost two hour offered first course fun started trying get glass wine serve wine automatically meal like airline instead walk around type wine rack glass good luck getting attention get glass walked past u three time sat looking expecting glass wine entree served red partner ignored rang call bell arrived see could wrong minute later fa walked past offering bread wine point lost temper could believe happening partner finished entree drink two hour ago eventually white wine came rest service ordinary idea wine serving came red white pointed one wanted food average quite boring airline lack soul ife good ground staff sin airport lounge delightful disappointing onboard experience
Flew Chennai - Dubai and back. Both flights took off and landed on time clean interiors and great in-flight crew. A wide selection of movies and other programs on the in-flight entertainment system. The quality of food served was also good and no one was refused an extra drink. Overall a very good experience.,6,2015-02-24,India,False,flew chennai dubai back flight took landed time clean interior great flight crew wide selection movie program flight entertainment system quality food served also good one refused extra drink overall good experience
"My wife and myself flew from Glasgow to Sydney return January and February 2015 on economy. The worst flying experience. Five Emirates flights and all of them delayed! On two of the flights home they failed to serve two meals they even had the gall to state ""due to inclement weather economy meals will not be served"" OK if you were business or first but economy forget it! On the last flight back from Bangkok to Dubai the flight was late arriving we were met by Emirates staff who said our flight was being held for seven of us. We were rushed through Dubai airport (very large airport and some of us had ailments) no transport arranged. When we reached the departure gate the staff there told us ""its too late for you to get on we did tell arrivals this!"" We were then directed from desk to desk to make arrangements for another flight five desks in all we were sent too in all corners of Dubai airport. We managed to book flights later in the day and they offered us their hotel to shower etc. This meant another group around Dubai airport to get back through customs and to find the bus. We asked if we could just use the airport lounge due to the people suffering from all the walking and we were told ""you cannot use the lounge that is for business and first class only"". By the time we reached the hotel we just had time to shower eat a late breakfast and back to the airport to go through customs and immigration again. Emirates could not have made us feel any worse with there attitude and behaviour. Our advise to you if you are travelling economy is to go for another airline we have traveled on China Eastern and found the service much better than Emirates provide.",9,2015-02-24,United Kingdom,False,wife flew glasgow sydney return january february economy worst flying experience five emirate flight delayed two flight home failed serve two meal even gall state due inclement weather economy meal served ok business first economy forget last flight back bangkok dubai flight late arriving met emirate staff said flight held seven u rushed dubai airport large airport u ailment transport arranged reached departure gate staff told u late get tell arrival directed desk desk make arrangement another flight five desk sent corner dubai airport managed book flight later day offered u hotel shower etc meant another group around dubai airport get back custom find bus asked could use airport lounge due people suffering walking told cannot use lounge business first class time reached hotel time shower eat late breakfast back airport go custom immigration emirate could made u feel worse attitude behaviour advise travelling economy go another airline traveled china eastern found service much better emirate provide
Flight EK148 AMS-DXB on 7/2/2015 in business class. Boarding in AMS was a joke. The economy class pax blocked the way to the gate exit to the aircraft. The ground staff did nothing here when boarding for the first and business class passengers began. Chaos was the word that came to my mind. About 20 minutes delay on departure. Food was of poor quality. The inflight service no better than any other 4-star airline. The seats are acceptable and provide ample space. We were transported by bus to the terminal upon arrival in Dubai. This took about 20 minutes. Another 20 minutes walk to the to the train for transport to the next terminal and another 15 minutes to get to the lounge. What happened to their so-called famous A380 terminal where all A380 aircraft can be handeld. Lounge was OK. Flight EK384 DXB-BKK on 8/2/2015 in business class. No exciting flight. What you can expected for the price you paid for business class. Food was mediocre. FA were friendly and gave good service. Flight EK385 BKK-DXB on 19/2/2015. Again an uneventful flight with food less than mediocre. FA's acceptable. Flight EK147 DXB-AMS. The best of the four legs. FA omnipresent and very friendly. Food was good. The waiting times when changing flights in Dubai made traveling quite tiring. I think it will remain at this one experience with Emirates when travelling to South East Asia.,1,2015-02-24,Netherlands,False,flight ek am dxb business class boarding am joke economy class pax blocked way gate exit aircraft ground staff nothing boarding first business class passenger began chaos word came mind minute delay departure food poor quality inflight service better star airline seat acceptable provide ample space transported bus terminal upon arrival dubai took minute another minute walk train transport next terminal another minute get lounge happened called famous terminal aircraft handeld lounge ok flight ek dxb bkk business class exciting flight expected price paid business class food mediocre fa friendly gave good service flight ek bkk dxb uneventful flight food le mediocre fa acceptable flight ek dxb am best four leg fa omnipresent friendly food good waiting time changing flight dubai made traveling quite tiring think remain one experience emirate travelling south east asia
Flying Perth to Manchester for a funeral both out and return flights delayed therefore missed connecting flights on each trip (facing an extra 10 hours on the return leg). On arrival at Dubai no one met the passengers to offer directions to desks etc and on asking to use the lounge to send an email was met with a 'no' - not every one has a fancy phone with internet service! Hotel voucher led to a hotel room for a 'sleep' of approx 3hrs not worth the effort. For the cost of the ticket was not impressed with the lack of ground service or apologies for such a long delay one would think they would be more organised as this must happen regularly.,10,2015-02-24,Australia,False,flying perth manchester funeral return flight delayed therefore missed connecting flight trip facing extra hour return leg arrival dubai one met passenger offer direction desk etc asking use lounge send email met every one fancy phone internet service hotel voucher led hotel room sleep approx hr worth effort cost ticket impressed lack ground service apology long delay one would think would organised must happen regularly
A380 London Heathrow to Dubai 777-300 Dubai to Dhaka. A380 leg was comfortable food OK crew efficient. 777-300 Dubai to Dhaka - plane full cabin crew unenthusiastic - had to wait over 90 mins for food and a drink a drink should at least be served earlier if the wait for service is so long. Return leg Dhaka to Dubai 777-300ER plane again full. Cabin crew better and more organised but food was extremely disappointing-so called breakfast was a sloppy curry alternative was fish. Seats on 777 are cramped and narrow. Dubai to London Heathrow A380-nice new plane seats more comfortable and cabin crew pleasant organised and efficient. Cabin crews seem very variable too many need to learn to smile.,5,2015-02-24,United Kingdom,False,london heathrow dubai dubai dhaka leg comfortable food ok crew efficient dubai dhaka plane full cabin crew unenthusiastic wait min food drink drink least served earlier wait service long return leg dhaka dubai er plane full cabin crew better organised food extremely disappointing called breakfast sloppy curry alternative fish seat cramped narrow dubai london heathrow nice new plane seat comfortable cabin crew pleasant organised efficient cabin crew seem variable many need learn smile
Flew EK 408: KUL to MEL on B777. Service was excellent! Welcomed with hot towel. Food was great. Staff was efficient. Flight entertainment was absolutely excellent. IFE screen was wide and large. The ICE widescreen was just great. Passengers was given access to front and bottom camera allowing those who sit on aisle sit to see what happens outside the plane. Powerpoint and USB port was available and I could charge my mobile phone! Plenty of films/TV show in multiple languages. Cabin was clean and the mood based lightning was synched to the skylight outside the plane. Staff were efficient and helpful.,10,2015-02-24,Australia,False,flew ek kul mel b service excellent welcomed hot towel food great staff efficient flight entertainment absolutely excellent ife screen wide large ice widescreen great passenger given access front bottom camera allowing sit aisle sit see happens outside plane powerpoint usb port available could charge mobile phone plenty film tv show multiple language cabin clean mood based lightning synched skylight outside plane staff efficient helpful
HAM-DXB-NBO and return. HAM-DXB on the B777 very modern aircraft good seats. DXB-NBO on the A330 return B777 slightly older but good compared to several other airlines. Seats are good on all aircraft's plenty of legroom. Inflight entertainment probably one of the best in the world there is a big variety of Music Movies tv series games etc on a big touchscreen. Food is good (both quality and quantity) and I really like Dubai airport even though it is rather large. All flights on time. Really nothing to complain about great value for money!,10,2015-02-18,Sweden,False,ham dxb nbo return ham dxb b modern aircraft good seat dxb nbo return b slightly older good compared several airline seat good aircraft plenty legroom inflight entertainment probably one best world big variety music movie tv series game etc big touchscreen food good quality quantity really like dubai airport even though rather large flight time really nothing complain great value money
QF 8043 from Dubai to Frankfurt on 5 Feb 2015. Have just flown Dubai - Frankfurt economy. Staff were less than enthusiastic food very unappetising plane rattled in an un-nerving way. Hoping the return flights to Sydney will be better!,10,2015-02-18,Australia,False,qf dubai frankfurt feb flown dubai frankfurt economy staff le enthusiastic food unappetising plane rattled un nerving way hoping return flight sydney better
My husband and have just returned from our holiday to Sri-Lanka and Dubai. We used Emirates on all four flights. We were very happy with Emirates except for our return flight home from Dubai. The service was not what we had previously experienced with the airline. We were some while into our flight when our first meal arrived clearly there was some delay with this meal as our next meal arrived within approximately an hour. It all seemed a little chaotic. We appreciate that the cabin crew worked hard and were very busy throughout the flight however during the other three flights in a two week period the service was excellent. We have flown with Emirates before and have received very good service so we're disappointed.,9,2015-02-18,United Kingdom,False,husband returned holiday sri lanka dubai used emirate four flight happy emirate except return flight home dubai service previously experienced airline flight first meal arrived clearly delay meal next meal arrived within approximately hour seemed little chaotic appreciate cabin crew worked hard busy throughout flight however three flight two week period service excellent flown emirate received good service disappointed
Rating : 5/10 Cabin Flown Economy Value for Money Seat Comfort Staff Service Catering Entertainment Recommended,2,2015-02-18,United Kingdom,False,rating cabin flown economy value money seat comfort staff service catering entertainment recommen
Flew Manchester-Dubai-Singapore and returned three weeks later. Going out OK but remember much longer journey than with other airlines you also have to change planes. Service in past has made this acceptable not any more will I be doing it. Earphones were not working so entertainment not good going out on one half of outward journey. Return journey was a nightmare. Plane full and a seat in front that came so far back I had trouble opening my tray. The guy in front watched movies all the way but was not concerned that I had no room. Monitor did not work for three hours so they reset it three times before it worked. Seatbelt was falling apart. Toilet had no water in sink after putting soap on hands. Water dispenser also was not working. Second meal before landing not served. I was already unhappy from first leg. Second flight was from the other side of the airport a good thirty minutes dash never had such a distance on such a tiring journey. Dubai to Manchester now another eight hours if you are lucky. Problems with a forty ton machine being loaded in cargo hold falls off pallets and jams luggage hold. We sit in our seats for two hours waiting to take off. We eventually do set off. Leave aircraft and immediately complain on website. No answer as yet. I have travelled with Emirates over the years many times I will not be doing so again service is no longer there.,3,2015-02-18,United Kingdom,False,flew manchester dubai singapore returned three week later going ok remember much longer journey airline also change plane service past made acceptable earphone working entertainment good going one half outward journey return journey nightmare plane full seat front came far back trouble opening tray guy front watched movie way concerned room monitor work three hour reset three time worked seatbelt falling apart toilet water sink putting soap hand water dispenser also working second meal landing served already unhappy first leg second flight side airport good thirty minute dash never distance tiring journey dubai manchester another eight hour lucky problem forty ton machine loaded cargo hold fall pallet jam luggage hold sit seat two hour waiting take eventually set leave aircraft immediately complain website answer yet travelled emirate year many time service longer
Flew from Birmingham UK to Dubai on 27th January and did not enjoy the experience. Cabin crew were terrible. Half the plane received a hot towel before takeoff and then the crew could not be bothered with the rest of us and abandoned it. Dinner service was dreadful. The rows behind us received their food about an hour before we did but then they had to sit with their food trays for about another 2 hours before being cleared away. It was 3 hours in before we received our first drink. Finally the menu said we would get a hot drink and sweet treat before landing - nothing given. The crew were so slow it was unbelievable. Flew back from Singapore yesterday via Dubai and could not believe this was the same airline. Yes we all got given hot towels and again before landing. Very prompt with food and drinks and was a pleasure to fly with them this time.,8,2015-02-18,United Kingdom,False,flew birmingham uk dubai th january enjoy experience cabin crew terrible half plane received hot towel takeoff crew could bothered rest u abandoned dinner service dreadful row behind u received food hour sit food tray another hour cleared away hour received first drink finally menu said would get hot drink sweet treat landing nothing given crew slow unbelievable flew back singapore yesterday via dubai could believe airline yes got given hot towel landing prompt food drink pleasure fly time
"Business class on EK 418 BKK-SYD. The flight itself on a 777 was good and my wife and I managed to get a decent rest on the angled seats. Had a very enthusiastic crew serving us with a smile. Dinner was well presented. We missed breakfast as we were asleep. Departure and arrival on time. Aircraft equipped with older ICE but not a problem on this medium haul night flight. Main negatives at check-in and upon arrival. I was very surprised that our reserved seats (9 K and J) were no longer assigned to us even though booked more than 6 months in advance. I am platinum with QF (code share on this flight) so got a bit upset as the check-in staff at the first class check- in in BKK tried to put us in to the middle row of three with one aisle and one middle seat. After rejecting this seat change lady suddenly ""found"" seats 10 K and J for us. Could not work out why our initially reserved seats were no longer available (managed to look at the boarding passes of both passengers sitting in 9 K & J and they had no status with EK or QF). Second negative aspect of the trip during luggage collection at SYD. Even though our 2 suitcases were both properly labeled with ""First"" labels and we checked-in at BKK 2.5 hours prior to departure our suitcases appeared as one of the last items on the belt in Sydney. As I said to my wife first economy passengers of our flight were already checking in to their hotels in Sydney while we were still waiting for our baggage. An overall great flight but check-in at BKK and luggage return in SYD needs to be improved. Also not impressed with the EK Lounge in BKK. Looks new and cozy with good food and drink on offer but the chairs are very uncomfortable.",2,2015-02-18,Australia,False,business class ek bkk syd flight good wife managed get decent rest angled seat enthusiastic crew serving u smile dinner well presented missed breakfast asleep departure arrival time aircraft equipped older ice problem medium haul night flight main negative check upon arrival surprised reserved seat k j longer assigned u even though booked month advance platinum qf code share flight got bit upset check staff first class check bkk tried put u middle row three one aisle one middle seat rejecting seat change lady suddenly found seat k j u could work initially reserved seat longer available managed look boarding pass passenger sitting k j status ek qf second negative aspect trip luggage collection syd even though suitcase properly labeled first label checked bkk hour prior departure suitcase appeared one last item belt sydney said wife first economy passenger flight already checking hotel sydney still waiting baggage overall great flight check bkk luggage return syd need improved also impressed ek lounge bkk look new cozy good food drink offer chair uncomfortable
I flew from Muscat to Geneva via Dubai with my 3 children. We were overall very disappointed with the quality of the service and the staff attitude onboard. Air hostesses were rude staff made us wait for our hot meals as we refused a menu we had not requested on the way back special meals were not edible! T3 in Dubai is unpleasant and not set up to host so many people and planes (30 min bus journey from the plane to the terminal).,2,2015-02-11,Oman,False,flew muscat geneva via dubai child overall disappointed quality service staff attitude onboard air hostess rude staff made u wait hot meal refused menu requested way back special meal edible dubai unpleasant set host many people plane min bus journey plane terminal
"BKK-SYD on a 777-300ER. Emirates will always score points when I travel on their A380s and 77Ws. The IFE is brilliant and the food and beverage service is excellent for an economy class product. This flight was let down a little by the crew. They clearly did not get on well with one another and for some this carried over to their dealings with passengers. The PA announcements also seemed overdone with little thought to the timing of some especially when being delivered in three languages. I found the boarding process interesting. Row numbers were called in increments of 5 logically starting from the back. There appeared to be an insistence that the entire gate area was scoured for every last passenger within the designated rows before the next 5 rows were called. I have never seen a 777 boarded so slowly resulting in a 20 minute delay. It looked like the ""rules"" were getting in the way of reasonableness and that overly technical atmosphere summed up the flight. This flight was QF- ticketed and my outbound journey was with QF. I rated them the same overall but for different reasons. Emirates has the hard product in its grasp but I preferred the QF flight for its reassuring professionalism.",9,2015-02-11,Australia,False,bkk syd er emirate always score point travel w ife brilliant food beverage service excellent economy class product flight let little crew clearly get well one another carried dealing passenger pa announcement also seemed overdone little thought timing especially delivered three language found boarding process interesting row number called increment logically starting back appeared insistence entire gate area scoured every last passenger within designated row next row called never seen boarded slowly resulting minute delay looked like rule getting way reasonableness overly technical atmosphere summed flight flight qf ticketed outbound journey qf rated overall different reason emirate hard product grasp preferred qf flight reassuring professionalism
I flew SIN-DXB-BHX after spending New Year in Singapore. I cannot believe that the standards have gone down so badly. I have been flying EK since 2006. Transit in Dubai - Dubai airport can be a huge one and boast of passenger numbers but the reality is that it is finding hard to cater to the growth. Terminal 3 is supposed to be exclusive for EK but why no aerobridges provided. My flight departed SIN at 01.20 landed at around 05.00 in DXB. EK parked their B777-300ER somewhere at the far end of the airport and we were made to climb down the staircase at that time. We were packed in a bus and sent to the terminal which took some 15 to 20 min. I entered the terminal at around 5.45am and walked down for security check. Finally at around 6.30am I reached my gate B30. After the boarding pass check guess what we are asked to board a bus again for a 15 min ride to the far end of the airport where they have parked their B777-300ER again. There was no proper organised zonal boarding as everyone just boarded the flight through the rear door and had to queue a lot before taking the seats inside the flight. Inflight Service - The inflight service was awful. The standards have down in this area since 2010. Their food portions have gone down I always felt hungry after the meal! Cabin crew don't want to move from their seats at all! If you want something it is always better to go to the galley rather than wait for anyone.,5,2015-02-11,United Kingdom,False,flew sin dxb bhx spending new year singapore cannot believe standard gone badly flying ek since transit dubai dubai airport huge one boast passenger number reality finding hard cater growth terminal supposed exclusive ek aerobridges provided flight departed sin landed around dxb ek parked b er somewhere far end airport made climb staircase time packed bus sent terminal took min entered terminal around walked security check finally around reached gate b boarding pas check guess asked board bus min ride far end airport parked b er proper organised zonal boarding everyone boarded flight rear door queue lot taking seat inside flight inflight service inflight service awful standard area since food portion gone always felt hungry meal cabin crew want move seat want something always better go galley rather wait anyone
LHR-DXB-BKK-DXB-LHR. Four flights in a A380s in a week. Service was slick and professional but there were signs of cost-cutting. Some of the meals were excellent and other mediocre. Boarding the flights was a relatively anarchic process. There were two specific problems that were drawn to my attention by the cabin crew. The first is that many of the business passengers had apparently been upgraded from economy because Emirates had overbooked the flight. This meant that the cabin crew upstairs were working extremely hard and were perhaps not quite as happy as they normally are. The second was the build quality of the A380. For instance two of the four bathroom doors at the rear of business were faulty on a relatively new aircraft (A6-EEN) and according to the cabin crew there were quite a few other similar issues. This is of course not necessarily the fault of Emirates but quite a lot of passengers seem irritated when the light failed to come on it one of the bathrooms and the door failed to shut in another. It never ceases to amaze me that having been building bathrooms in aircraft for many decades manufacturers still haven't managed to work out how to design cup dispensers that allow you to take one cup at a time or tissue dispensers the release a single tissue rather than a handful. That said the cabin crew were assiduous on all of the flights in keeping the bathrooms clean. The flatbed seat was extremely comfortable especially with a mattress although sitting towards the rear of the aircraft meant that there was a constant matter of closing doors from the galley. The OnAir Internet works fine for the LHR-DXB leg and enables you to download your emails (assuming no large attachments) for free because it starts charging at 10MB and even then is not overpriced. However on the return leg it did not appear to work at all. GSM also worked at the cabin crew reminded passengers to keep their phones on silent to avoid disturbing people.,3,2015-02-11,United Kingdom,False,lhr dxb bkk dxb lhr four flight week service slick professional sign cost cutting meal excellent mediocre boarding flight relatively anarchic process two specific problem drawn attention cabin crew first many business passenger apparently upgraded economy emirate overbooked flight meant cabin crew upstairs working extremely hard perhaps quite happy normally second build quality instance two four bathroom door rear business faulty relatively new aircraft een according cabin crew quite similar issue course necessarily fault emirate quite lot passenger seem irritated light failed come one bathroom door failed shut another never cease amaze building bathroom aircraft many decade manufacturer still managed work design cup dispenser allow take one cup time tissue dispenser release single tissue rather handful said cabin crew assiduous flight keeping bathroom clean flatbed seat extremely comfortable especially mattress although sitting towards rear aircraft meant constant matter closing door galley onair internet work fine lhr dxb leg enables download email assuming large attachment free start charging mb even overpriced however return leg appear work gsm also worked cabin crew reminded passenger keep phone silent avoid disturbing people
I flew from Muscat to Geneva via Dubai with my 3 children. We were overall very disappointed with the quality of the service and the staff attitude onboard. Air hostesses were rude staff made us wait for our hot meals as we refused a menu we had not requested on the way back special meals were not edible! T3 in Dubai is unpleasant and not set up to host so many people and planes (30 min bus journey from the plane to the terminal).,8,2015-02-11,Oman,False,flew muscat geneva via dubai child overall disappointed quality service staff attitude onboard air hostess rude staff made u wait hot meal refused menu requested way back special meal edible dubai unpleasant set host many people plane min bus journey plane terminal
